id,filename,ident,name,type,frequency_khz,latitude_deg,longitude_deg,elevation_ft,iso_country,dme_frequency_khz,dme_channel,dme_latitude_deg,dme_longitude_deg,dme_elevation_ft,slaved_variation_deg,magnetic_variation_deg,usageType,power,associated_airport
87716,El_Toro_VOR-DME_US,ELB,El Toro,VOR-DME,117200,33.67599868774414,-117.73100280761719,336,US,117200,119X,,,,14.001,12.561,TERMINAL,MEDIUM,
87717,Elba_NDB_IT,ELB,Elba,NDB,360,42.73249816894531,10.393899917602539,,IT,,,,,,,1.213,LO,LOW,
87724,Ellensburg_VORTAC_US,ELN,Ellensburg,VORTAC,117900,47.02429962158203,-120.45800018310547,1766,US,117900,126X,,,,21.001,17.046,BOTH,HIGH,
87731,Luxembourg_NDB_LU,ELU,Luxembourg,NDB,369,49.6796989440918,6.355279922485352,,LU,,,,,,,0.073,BOTH,LOW,ELLX
87736,Ely_VOR-DME_US,ELY,Ely,VOR-DME,110600,39.298099517822266,-114.8479995727539,6254,US,110600,043X,,,,14.001,13.296,BOTH,HIGH,
87741,Emden_NDB_DE,EMD,Emden,NDB,345,53.39390182495117,7.241690158843994,,DE,,,,,,,0.095,TERMINAL,LOW,EDWE
87747,El_Monte_NDB_US,EMT,El Monte,NDB,359,34.08829879760742,-118.03099822998047,305,US,,,,,,,13.052,TERMINAL,LOW,
87751,Orebro_NDB_SE,EN,Orebro,NDB,400,59.29100036621094,15.065099716186523,,SE,,,,,,,3.023,BOTH,HIGH,ESOE
87756,Eggenfelden_DME_DE,END,Eggenfelden,DME,115400,48.39440155029297,12.7253999710083,1381,DE,115400,101X,,,,,1.561,TERMINAL,LOW,EDME
87760,Mendocino_VORTAC_US,ENI,Mendocino,VORTAC,112300,39.053199768066406,-123.27400207519531,2980,US,112300,070X,,,,16.001,15.134,BOTH,HIGH,KUKI
87768,Ennis_NDB_IE,ENS,Ennis,NDB,352,52.90520095825195,-8.927769660949707,,IE,,,,,,,-6.08,BOTH,LOW,EINN
87769,Ensenada_NDB_MX,ENS,Ensenada,NDB,400,31.795900344848633,-116.60700225830078,66,MX,,,,,,,12.182,LO,MEDIUM,MMES
87771,Emden_DME_DE,ENW,Emden,DME,115250,53.38909912109375,7.229139804840088,50,DE,115250,099Y,,,,,0.093,TERMINAL,MEDIUM,EDWE
87773,Nogales_NDB_US,ENZ,Nogales,NDB,394,31.42140007019043,-110.84600067138672,3915,US,,,,,,,10.494,TERMINAL,MEDIUM,KOLS
87778,Leon_VOR-DME_ES,EON,Leon,VOR-DME,112000,42.59379959106445,-5.646140098571777,3013,ES,112000,057X,42.5937,-5.64597,3013,,-3.052,BOTH,LOW,LELN
87781,Ephrata_VORTAC_US,EPH,Ephrata,VORTAC,112600,47.377899169921875,-119.42400360107422,1250,US,112600,073X,,,,21.001,16.561,BOTH,HIGH,
87782,Epinal_VOR_FR,EPL,Epinal,VOR,113000,48.31779861450195,6.059420108795166,1154,FR,,,,,,-1.007,0.071,BOTH,HIGH,LFSG
87784,Epsom_NDB_GB,EPM,Epsom,NDB,316,51.319400787353516,-0.37194401025772095,,GB,,,,,,,-2.207,LO,LOW,
87789,Epernon_VOR-DME_FR,EPR,Epernon,VOR-DME,115650,48.625701904296875,1.656559944152832,518,FR,115650,103Y,,,,,-1.171,BOTH,HIGH,
87801,Erding_TACAN_DE,ERD,Erding,TACAN,113600,48.324798583984375,11.952799797058105,1545,DE,113600,083X,,,,1.011,1.443,BOTH,MEDIUM,DE-0884
87805,Erfurt_VOR-DME_DE,ERF,Erfurt,VOR-DME,113850,50.95090103149414,11.236700057983398,1325,DE,113850,085Y,,,,1.007,1.321,RNAV,LOW,EDDE
87810,Erken_NDB_SE,ERK,Erken,NDB,383,59.89619827270508,18.33690071105957,,SE,,,,,,,4.259,TERMINAL,LOW,
87811,Erlangen_VOR-DME_DE,ERL,Erlangen,VOR-DME,114900,49.655399322509766,11.150799751281738,1841,DE,114900,096X,,,,1.01,1.313,LO,HIGH,
87816,Erfurt_NDB_DE,ERT,Erfurt,NDB,425,50.982601165771484,10.92300033569336,1036,DE,,,,,,,1.265,BOTH,LOW,EDDE
87837,Espichel_VORTAC_PT,ESP,Espichel,VORTAC,112500,38.42430114746094,-9.185779571533203,648,PT,112500,072X,,,,-5.007,-3.589,BOTH,HIGH,
87857,Frakk_NDB_US,EU,Frakk,NDB,260,44.212799072265625,-123.22000122070312,322,US,,,,,,,16.44,TERMINAL,LOW,KEUG
87860,Eugene_VORTAC_US,EUG,Eugene,VORTAC,112900,44.12089920043945,-123.2229995727539,364,US,112900,076X,,,,20.001,16.423,BOTH,HIGH,KEUG
87861,Eurach_VOR-DME_DE,EUR,Eurach,VOR-DME,115200,47.73500061035156,11.24940013885498,2279,DE,115200,099X,,,,1.007,1.335,RNAV,HIGH,
87862,Eureka_NDB_US,EUR,Eureka,NDB,392,48.96390151977539,-115.09200286865234,2732,US,,,,,,,16.022,LO,MEDIUM,
87872,Evanston_VOR-DME_US,EVW,Evanston,VOR-DME,109600,41.272499084472656,-111.0469970703125,7131,US,109600,033X,,,,13.003,12.347,LO,LOW,
87873,Evreux_VORTAC_FR,EVX,Evreux,VORTAC,112400,49.031700134277344,1.2208600044250488,499,FR,112400,071X,49.0285,1.21403,,-3.007,-1.285,BOTH,HIGH,LFOE
87906,Pruszcz_Gdanski_NDB_PL,F,Pruszcz Gdanski,NDB,300,54.24509811401367,18.69930076599121,,PL,,,,,,,3.54,TERMINAL,LOW,EPPR
87929,Falconara_TACAN_IT,FAL,Falconara,TACAN,109800,43.576900482177734,13.299500465393066,208,IT,109800,035X,,,,,1.583,BOTH,HIGH,LIPY
87930,Falconara_NDB_IT,FAL,Falconara,NDB,358,43.62820053100586,13.373499870300293,81,IT,,,,,,,1.593,BOTH,LOW,LIPY
87933,Faro_NDB_PT,FAR,Faro,NDB,332,37.00870132446289,-7.925930023193359,,PT,,,,,,,-3.283,TERMINAL,LOW,LPFR
87940,Fort_Bridger_VOR-DME_US,FBR,Fort Bridger,VOR-DME,108600,41.37839889526367,-110.42400360107422,7060,US,108600,023X,,,,14.001,12.225,LO,MEDIUM,
87947,Kalispell_VOR-DME_US,FCA,Kalispell,VOR-DME,113200,48.2140998840332,-114.1760025024414,2984,US,113200,079X,,,,18.001,15.276,LO,MEDIUM,
87948,Chandler_NDB_US,FCH,Chandler,NDB,344,36.723899841308594,-119.83399963378906,278,US,,,,,,,14.032,LO,MEDIUM,
87963,Fiumicino_NDB_IT,FE,Fiumicino,NDB,354,41.83140182495117,12.351099967956543,,IT,,,,,,,1.444,TERMINAL,LOW,LIRF
87966,Ferrara_NDB_IT,FER,Ferrara,NDB,427,44.81439971923828,11.616399765014648,,IT,,,,,,,1.382,RNAV,LOW,LIPF
87973,Fairford_TACAN_GB,FFA,Fairford,TACAN,113400,51.68170166015625,-1.7976100444793701,299,GB,113400,081X,,,,-4.003,-2.566,BOTH,LOW,EGVA
87976,Frankfurt_VORTAC_DE,FFM,Frankfurt,VORTAC,114200,50.0536994934082,8.637089729309082,491,DE,114200,089X,,,,0.007,0.475,BOTH,HIGH,EDDF
87980,Fairfield_VORTAC_US,FFU,Fairfield,VORTAC,116600,40.274898529052734,-111.94100189208984,7690,US,116600,113X,,,,16.001,12.45,BOTH,HIGH,US-12314
87981,Falcon_Fld_NDB_US,FFZ,Falcon Fld,NDB,281,33.46189880371094,-111.73300170898438,1392,US,,,,,,,11.237,TERMINAL,LOW,
87982,Figari_VOR-DME_FR,FGI,Figari,VOR-DME,116700,41.502201080322266,9.083419799804688,87,FR,116700,114X,,,,,1.042,LO,MEDIUM,LFKF
87991,Friedrichshafen_NDB_DE,FHA,Friedrichshafen,NDB,473,47.68119812011719,9.537779808044434,1366,DE,,,,,,,1.069,BOTH,MEDIUM,EDNY
87993,Friedrichshafen_DME_DE,FHD,Friedrichshafen,DME,112600,47.66640090942383,9.508859634399414,1400,DE,112600,073X,,,,,1.065,TERMINAL,LOW,EDNY
87995,Friday_Harbor_NDB_US,FHR,Friday Harbor,NDB,284,48.526798248291016,-123.02799987792969,180,US,,,,,,,18.078,LO,LOW,
87996,Sierra_Vista_Muni_Libby_Aaf_VOR_US,FHU,Sierra Vista Muni/Libby Aaf,VOR,113600,31.58970069885254,-110.3550033569336,4664,US,,,,,,13.001,10.421,TERMINAL,LOW,KFHU
88000,Fillmore_VORTAC_US,FIM,Fillmore,VORTAC,112500,34.3567008972168,-118.88099670410156,2200,US,112500,072X,,,,15.001,13.184,BOTH,MEDIUM,KNTD
88014,Mediterranee_VOR-DME_FR,FJR,Mediterranee,VOR-DME,114450,43.578399658203125,3.974720001220703,17,FR,114450,091Y,,,,-2.007,-0.122,BOTH,HIGH,LFMT
88015,Fort_Jones_VOR-DME_US,FJS,Fort Jones,VOR-DME,109600,41.44969940185547,-122.80599975585938,4900,US,109600,033X,,,,19.001,15.5,LO,MEDIUM,1O6
88035,Friedland_VOR-DME_DE,FLD,Friedland,VOR-DME,117150,53.762699127197266,13.56309986114502,43,DE,117150,118Y,,,,1.009,2.158,RNAV,HIGH,
88039,Flagstaff_VOR-DME_US,FLG,Flagstaff,VOR-DME,113850,35.14720153808594,-111.67400360107422,7026,US,113850,085Y,,,,14.001,11.42,BOTH,MEDIUM,KFLG
88045,Flora_VOR-DME_BE,FLO,Flora,VOR-DME,112050,50.87670135498047,5.134439945220947,187,BE,112050,057Y,,,,-2.007,-0.215,TERMINAL,HIGH,
88055,Fellows_VORTAC_US,FLW,Fellows,VORTAC,117500,35.093101501464844,-119.86599731445312,3870,US,117500,122X,,,,16.001,13.393,LO,MEDIUM,
88061,Fischamend_VOR-DME_AT,FMD,Fischamend,VOR-DME,110400,48.105098724365234,16.62929916381836,639,AT,110400,041X,,,,2.007,2.519,BOTH,HIGH,LOWW
88062,Mustang_VORTAC_US,FMG,Mustang,VORTAC,117900,39.53129959106445,-119.65599822998047,5949,US,117900,126X,,,,16.001,14.439,BOTH,HIGH,KRNO
88069,Fiumicino_NDB_IT,FN,Fiumicino,NDB,421,41.910701751708984,12.234600067138672,,IT,,,,,,,1.432,TERMINAL,LOW,LIRF
88070,Finndal_NDB_NO,FN,Finndal,NDB,368,59.15769958496094,9.559109687805176,,NO,,,,,,,0.437,TERMINAL,LOW,
88081,Fenland_NDB_GB,FNL,Fenland,NDB,401,52.741600036621094,-0.027941999956965446,,GB,,,,,,,-2.261,TERMINAL,LOW,EGCL
88084,Doncaster_NDB_GB,FNY,Doncaster,NDB,338,53.47480010986328,-1.0017199516296387,,GB,,,,,,,-2.564,BOTH,LOW,GB-1212
88099,Foggia_VOR_IT,FOG,Foggia,VOR,114200,41.429500579833984,15.531399726867676,266,IT,,,,,,,2.187,LO,MEDIUM,LIBF
88100,Foggia_NDB_IT,FOG,Foggia,NDB,340,41.43080139160156,15.531399726867676,,IT,,,,,,,2.187,LO,LOW,LIBF
88102,Forli_NDB_IT,FOR,Forli,NDB,423,44.24810028076172,11.924699783325195,,IT,,,,,,,1.419,TERMINAL,LOW,LIPK
88105,Fairoaks_NDB_GB,FOS,Fairoaks,NDB,348,51.3474006652832,-0.5654289722442627,80,GB,,,,,,,-2.253,TERMINAL,LOW,EGTF
88106,Fortuna_VORTAC_US,FOT,Fortuna,VORTAC,114000,40.67129898071289,-124.23500061035156,400,US,114000,087X,,,,19.001,15.491,BOTH,MEDIUM,
88109,Foynes_NDB_IE,FOY,Foynes,NDB,395,52.56629943847656,-9.195409774780273,,IE,,,,,,,-6.098,BOTH,LOW,EINN
88125,Frankfurt_NDB_DE,FR,Frankfurt,NDB,297,50.06570053100586,8.683489799499512,,DE,,,,,,,0.483,TERMINAL,LOW,EDDF
88130,Friant_VORTAC_US,FRA,Friant,VORTAC,115600,37.104400634765625,-119.59500122070312,2380,US,115600,103X,,,,17.001,14.062,BOTH,MEDIUM,5CL0
88131,Sarajevo_NDB_BA,FRA,Sarajevo,NDB,436,43.824501037597656,18.333999633789062,1707,BA,,,,,,,2.566,LO,LOW,LQSA
88134,Frankfurt_DME_DE,FRD,Frankfurt,DME,115900,50.03049850463867,8.567049980163574,441,DE,115900,106X,,,,,0.463,TERMINAL,MEDIUM,EDDF
88135,Freistadt_VOR-DME_AT,FRE,Freistadt,VOR-DME,113500,48.431800842285156,14.129799842834473,2014,AT,113500,082X,,,,0.007,2.171,BOTH,HIGH,
88138,Fribourg_VOR-DME_CH,FRI,Fribourg,VOR-DME,110850,46.7775993347168,7.223499774932861,2659,CH,110850,045Y,,,,0.007,0.315,BOTH,HIGH,
88139,Fairoaks_DME_GB,FRK,Fairoaks,DME,109850,51.3474006652832,-0.5654289722442627,80,GB,109850,035Y,,,,,-2.253,TERMINAL,LOW,EGTF
88143,Frosinone_VOR-DME_IT,FRS,Frosinone,VOR-DME,115600,41.6422004699707,13.295000076293945,632,IT,115600,103X,,,,,1.549,LO,HIGH,LIRH
88145,Frosinone_NDB_IT,FRS,Frosinone,NDB,371,41.64390182495117,13.28969955444336,,IT,,,,,,,1.548,LO,LOW,LIRH
88148,Haastrecht_DME_NL,FRT,Haastrecht,DME,117150,52.00429916381836,4.769130229949951,,NL,117150,118Y,,,,,-0.35,LO,HIGH,
88149,Lelystad_DME_NL,FRT,Lelystad,DME,111400,52.45000076293945,5.507719993591309,,NL,111400,051X,,,,,-0.221,LO,HIGH,
88152,Firenze_VORTAC_IT,FRZ,Firenze,VORTAC,115200,44.027198791503906,11.003299713134766,4438,IT,115200,099X,,,,0.007,1.296,BOTH,HIGH,
88160,Fassberg_NDB_DE,FSB,Fassberg,NDB,284,52.91579818725586,10.18809986114502,329,DE,,,,,,,1.105,TERMINAL,LOW,ETHS
88171,Pruszcz_Gdanski_NDB_PL,FT,Pruszcz Gdanski,NDB,618,54.240501403808594,18.745899200439453,,PL,,,,,,,3.549,TERMINAL,LOW,EPPR
88177,Fatima_VOR-DME_PT,FTM,Fatima,VOR-DME,113500,39.666099548339844,-8.493209838867188,686,PT,113500,082X,39.6661,-8.49333,686,-5.007,-3.493,BOTH,HIGH,
88186,Fritzlar_NDB_DE,FTZ,Fritzlar,NDB,468,51.08430099487305,9.415240287780762,1096,DE,,,,,,,0.592,TERMINAL,LOW,ETHF
88187,Hamburg_West_NDB_DE,FU,Hamburg West,NDB,351,53.57550048828125,9.875809669494629,,DE,,,,,,,1.032,TERMINAL,LOW,EDDH
88192,Fulda_VOR-DME_DE,FUL,Fulda,VOR-DME,112100,50.592498779296875,9.57217025756836,1138,DE,112100,058X,,,,-2.009,1.03,BOTH,HIGH,
88201,Frankfurt_NDB_DE,FW,Frankfurt,NDB,382,50.005001068115234,8.429550170898438,,DE,,,,,,,0.439,TERMINAL,LOW,EDDF
88202,Fiumicino_NDB_IT,FW,Fiumicino,NDB,345,41.88090133666992,12.198800086975098,,IT,,,,,,,1.427,LO,LOW,LIRF
88206,Furstenwalde_VOR-DME_DE,FWE,Furstenwalde,VOR-DME,113300,52.41130065917969,14.130599975585938,238,DE,113300,080X,,,,2.006,2.243,BOTH,HIGH,
88245,Gacko_NDB_BA,GAC,Gacko,NDB,370,43.14289855957031,18.558300018310547,,BA,,,,,,,2.562,BOTH,LOW,
88250,Gaillac_VOR_FR,GAI,Gaillac,VOR,115800,43.9541015625,1.8241699934005737,972,FR,,,,,,-2.007,-0.496,BOTH,HIGH,LFCI
88257,Gamston_VOR-DME_GB,GAM,Gamston,VOR-DME,112800,53.28139877319336,-0.9472219944000244,121,GB,112800,075X,,,,-4.001,-2.531,BOTH,HIGH,EGNE
88262,Garitsa_VOR-DME_GR,GAR,Garitsa,VOR-DME,108800,39.60639953613281,19.909400939941406,29,GR,108800,025X,,,,,2.54,TERMINAL,LOW,LGKR
88264,Garristown_NDB_IE,GAR,Garristown,NDB,407,53.52870178222656,-6.447460174560547,,IE,,,,,,,-5.129,BOTH,LOW,EIDW
88271,Gazoldo_NDB_IT,GAZ,Gazoldo,NDB,382,45.201698303222656,10.604100227355957,,IT,,,,,,,1.245,LO,LOW,
88284,Gleichenberg_NDB_AT,GBG,Gleichenberg,NDB,426,46.887001037597656,15.800299644470215,984,AT,,,,,,,2.369,BOTH,LOW,
88287,Giebelstadt_TACAN_DE,GBL,Giebelstadt,TACAN,111000,49.64350128173828,9.950169563293457,1022,DE,111000,047X,,,,1.006,1.111,BOTH,HIGH,
88289,Giebelstadt_NDB_DE,GBL,Giebelstadt,NDB,429,49.648101806640625,9.980690002441406,1020,DE,,,,,,,1.116,TERMINAL,LOW,
88290,Gila_Bend_VORTAC_US,GBN,Gila Bend,VORTAC,116600,32.956298828125,-112.67400360107422,790,US,116600,113X,,,,14.001,11.363,BOTH,HIGH,
88291,Gibraltar_TACAN_GI,GBR,Gibraltar,TACAN,113600,36.14289855957031,-5.342720031738281,1397,GI,113600,083X,,,,,-2.356,BOTH,HIGH,LXGB
88302,Grand_Canyon_VOR-DME_US,GCN,Grand Canyon,VOR-DME,113100,35.96030044555664,-112.14600372314453,6670,US,113100,078X,,,,15.001,11.598,LO,MEDIUM,KGCN
88310,Granada_VOR-DME_ES,GDA,Granada,VOR-DME,113400,37.18320083618164,-3.990910053253174,1991,ES,113400,081X,,,,,-2.118,LO,HIGH,LEGR
88312,Gdansk_NDB_PL,GDA,Gdansk,NDB,322,54.34519958496094,18.596099853515625,,PL,,,,,,,3.528,LO,MEDIUM,EPGD
88328,Getafe_NDB_ES,GE,Getafe,NDB,421,40.199798583984375,-3.8442699909210205,,ES,,,,,,,-2.179,BOTH,LOW,LEGT
88329,Gatwick_NDB_GB,GE,Gatwick,NDB,338,51.164398193359375,-0.06913299858570099,,GB,,,,,,,-2.126,TERMINAL,LOW,EGKK
88331,Phort_NDB_US,GE,Phort,NDB,388,47.67689895629883,-117.44999694824219,,US,,,,,,,16.281,TERMINAL,MEDIUM,KGEG
88332,Gedern_VORTAC_DE,GED,Gedern,VORTAC,110800,50.41189956665039,9.249159812927246,1601,DE,110800,045X,,,,-1.007,0.576,BOTH,HIGH,
88335,Spokane_VORTAC_US,GEG,Spokane,VORTAC,115500,47.56489944458008,-117.62699890136719,2755,US,115500,102X,,,,21.001,16.291,BOTH,HIGH,
88340,Genova_VOR-DME_IT,GEN,Genova,VOR-DME,112800,44.424400329589844,9.082079887390137,2915,IT,112800,075X,,,,0.007,1.033,BOTH,HIGH,LIMJ
88341,Genova_NDB_IT,GEN,Genova,NDB,318,44.42380142211914,9.08333969116211,,IT,,,,,,,1.035,LO,LOW,LIMJ
88354,Malmstrom_TACAN_US,GFA,Malmstrom,TACAN,115800,47.50410079956055,-111.18199920654297,3501,US,115800,105X,,,,17.001,13.58,BOTH,MEDIUM,KGFA
88359,Goffs_VORTAC_US,GFS,Goffs,VORTAC,114400,35.131099700927734,-115.1760025024414,4000,US,114400,091X,,,,15.001,12.41,LO,MEDIUM,1L4
88396,Ghedi_TACAN_IT,GHE,Ghedi,TACAN,110900,45.44029998779297,10.276700019836426,332,IT,110900,046X,,,,,1.198,BOTH,HIGH,LIPL
88413,Giessen_NDB_DE,GIN,Giessen,NDB,314,50.63560104370117,8.819319725036621,,DE,,,,,,,0.494,BOTH,LOW,
88414,Gioia_Del_Colle_TACAN_IT,GIO,Gioia Del Colle,TACAN,117800,40.801300048828125,16.90130043029785,1183,IT,117800,125X,,,,,2.306,BOTH,HIGH,LIBV
88415,Gioia_Del_Colle_NDB_IT,GIO,Gioia Del Colle,NDB,328,40.800201416015625,16.90130043029785,,IT,,,,,,,2.307,BOTH,LOW,LIBV
88417,Gerona_VOR-DME_ES,GIR,Gerona,VOR-DME,114100,41.93119812011719,2.77197003364563,535,ES,114100,088X,41.9312,2.77189,535,-1.007,-0.272,BOTH,HIGH,LEGE
88419,Geilenkirchen_TACAN_DE,GIX,Geilenkirchen,TACAN,108100,50.96329879760742,6.045199871063232,327,DE,108100,018X,,,,,-0.04,BOTH,MEDIUM,ETNG
88435,Aalborg_NDB_DK,GL,Aalborg,NDB,398,57.08380126953125,9.680089950561523,,DK,,,,,,,0.515,LO,LOW,EKYT
88436,Nantes_NDB_FR,GL,Nantes,NDB,369,47.052799224853516,-1.6878299713134766,61,FR,,,,,,,-2.136,BOTH,MEDIUM,LFRS
88437,Tegel_East_NDB_DE,GL,Tegel East,NDB,321,52.57229995727539,13.426199913024902,,DE,,,,,,,2.117,TERMINAL,MEDIUM,DE-0876
88443,Gland_NDB_CH,GLA,Gland,NDB,375,46.40869903564453,6.2442498207092285,1350,CH,,,,,,,0.165,BOTH,LOW,LSGG
88451,Guadalupe_VOR_US,GLJ,Guadalupe,VOR,111000,34.95240020751953,-120.52100372314453,138,US,,,,,,16.004,13.44,TERMINAL,LOW,KSMX
88461,Glasgow_NDB_GB,GLW,Glasgow,NDB,331,55.86980056762695,-4.433629989624023,26,GB,,,,,,,-4.5,LO,LOW,EGPF
88469,Malaga_NDB_ES,GM,Malaga,NDB,350,36.72650146484375,-4.571450233459473,,ES,,,,,,,-2.22,TERMINAL,LOW,
88474,Germinghausen_VOR-DME_DE,GMH,Germinghausen,VOR-DME,115400,51.170501708984375,7.892039775848389,1821,DE,115400,101X,,,,0.009,0.306,BOTH,HIGH,
88476,Gorman_VORTAC_US,GMN,Gorman,VORTAC,116100,34.80400085449219,-118.86100006103516,4920,US,116100,108X,,,,16.001,13.244,LO,MEDIUM,
88477,Gormanston_NDB-DME_IE,GMN,Gormanston,NDB-DME,334,53.648101806640625,-6.226669788360596,100,IE,112900,076X,53.6468,-6.23491,100,,-5.089,TERMINAL,LOW,EIDW
88513,Gloucestershire_DME_GB,GOS,Gloucestershire,DME,115550,51.8922004699707,-2.1679298877716064,109,GB,115550,102Y,,,,,-3.073,TERMINAL,MEDIUM,EGBJ
88514,Gotem_VOR-DME_DE,GOT,Gotem,VOR-DME,115250,51.343101501464844,11.59749984741211,721,DE,115250,099Y,,,,1.009,1.383,RNAV,HIGH,EDBT
88515,Glasgow_VOR-DME_GB,GOW,Glasgow,VOR-DME,115400,55.87049865722656,-4.445720195770264,37,GB,115400,101X,,,,-6.007,-4.538,BOTH,HIGH,EGPF
88531,Dubrovnik_NDB_HR,GR,Dubrovnik,NDB,414,42.54059982299805,18.32080078125,88,HR,,,,,,,2.513,TERMINAL,LOW,LDDU
88538,Graye_NDB_US,GR,Graye,NDB,216,47.15019989013672,-122.6050033569336,101,US,,,,,,,17.345,LO,LOW,KGRF
88545,Grazzanise_TACAN_IT,GRA,Grazzanise,TACAN,117500,41.060001373291016,14.088700294494629,29,IT,117500,122X,,,,,2.024,BOTH,MEDIUM,LIRM
88548,Grazzanise_NDB_IT,GRA,Grazzanise,NDB,343,41.05720138549805,14.083499908447266,,IT,,,,,,,2.024,LO,LOW,LIRM
88549,Granada_NDB_ES,GRA,Granada,NDB,412,37.18939971923828,-3.6777100563049316,,ES,,,,,,,-2.063,TERMINAL,LOW,
88551,Guernsey_NDB_GG,GRB,Guernsey,NDB,361,49.43450164794922,-2.639509916305542,,GG,,,,,,,-2.537,LO,LOW,EGJB
88558,Grafenwohr_TACAN_DE,GRF,Grafenwohr,TACAN,111800,49.69129943847656,11.938300132751465,1385,DE,111800,055X,,,,-1.009,1.442,BOTH,HIGH,ETIC
88568,Gerona_NDB_ES,GRN,Gerona,NDB,412,42.025001525878906,2.8072099685668945,,ES,,,,,,,-0.268,LO,MEDIUM,LEGE
88570,Grosseto_TACAN_IT,GRO,Grosseto,TACAN,109100,42.76029968261719,11.077400207519531,75,IT,109100,028X,,,,,1.3,BOTH,MEDIUM,LIRS
88573,Grosseto_NDB_IT,GRO,Grosseto,NDB,406,42.705299377441406,11.025300025939941,,IT,,,,,,,1.293,BOTH,LOW,LIRS
88576,Ghriss_VOR_DZ,GRS,Ghriss,VOR,113100,35.20940017700195,0.14891399443149567,1686,DZ,,,,,,,-0.596,BOTH,HIGH,DAOV
88577,Ghriss_NDB_DZ,GRS,Ghriss,NDB,424,35.20830154418945,0.1599999964237213,,DZ,,,,,,,-0.593,BOTH,LOW,DAOV
88578,Grottaglie_NDB_IT,GRT,Grottaglie,NDB,331,40.44599914550781,17.422100067138672,,IT,,,,,,,2.364,HI,LOW,LIBG
88580,Grudziadz_VOR-DME_PL,GRU,Grudziadz,VOR-DME,114600,53.52119827270508,18.781299591064453,295,PL,114600,093X,,,,2.007,3.51,BOTH,HIGH,EPTO
88583,Grafenwohr_NDB_DE,GRW,Grafenwohr,NDB,405,49.69459915161133,11.941699981689453,1542,DE,,,,,,,1.443,LO,LOW,ETIC
88585,Graz_VOR-DME_AT,GRZ,Graz,VOR-DME,116200,46.95539855957031,15.449399948120117,1097,AT,116200,109X,,,,1.007,2.325,BOTH,HIGH,
88586,Graz_NDB_AT,GRZ,Graz,NDB,290,46.92070007324219,15.458999633789062,1043,AT,,,,,,,2.325,BOTH,MEDIUM,
88598,Gloucestershire_NDB_GB,GST,Gloucestershire,NDB,331,51.891998291015625,-2.1679000854492188,111,GB,,,,,,,-3.073,TERMINAL,LOW,EGBJ
88599,Gosly_VOR-DME_BE,GSY,Gosly,VOR-DME,115700,50.45389938354492,4.441390037536621,654,BE,115700,104X,,,,,-0.329,TERMINAL,HIGH,EBCI
88601,Otrokovice_NDB_CZ,GT,Otrokovice,NDB,574,49.19309997558594,17.517799377441406,,CZ,,,,,,,3.086,TERMINAL,LOW,
88602,Hamburg_North_NDB_DE,GT,Hamburg North,NDB,323,53.71419906616211,9.924300193786621,,DE,,,,,,,1.039,TERMINAL,LOW,EDDH
88612,Great_Falls_VORTAC_US,GTF,Great Falls,VORTAC,115100,47.45000076293945,-111.41200256347656,3673,US,115100,098X,,,,16.001,14.038,BOTH,HIGH,KGTF
88622,Grostenquin_VOR-DME_FR,GTQ,Grostenquin,VOR-DME,111250,48.98640060424805,6.716219902038574,1024,FR,111250,049Y,,,,-1.007,0.164,BOTH,HIGH,
88623,Guipavas_NDB_FR,GU,Guipavas,NDB,338,48.477699279785156,-4.2855000495910645,,FR,,,,,,,-3.213,LO,LOW,LFRB
88628,Guidonia_NDB_IT,GUI,Guidonia,NDB,388,41.999698638916016,12.738900184631348,,IT,,,,,,,1.492,TERMINAL,LOW,LIRG
88630,Gull_NDB_NL,GUL,Gull,NDB,384,50.80730056762695,5.89546012878418,492,NL,,,,,,,-0.062,TERMINAL,LOW,
88633,Guernsey_VOR-DME_GG,GUR,Guernsey,VOR-DME,109400,49.43709945678711,-2.602060079574585,355,GG,109400,031X,,,,-4.001,-2.529,LO,HIGH,EGJB
88636,Guernsey_NDB_GG,GUY,Guernsey,NDB,361,49.436500549316406,-2.6017799377441406,,GG,,,,,,,-2.529,LO,LOW,EGJB
88645,Geneva_Cointrin_VOR-DME_CH,GVA,Geneva Cointrin,VOR-DME,115750,46.25389862060547,6.1322197914123535,1377,CH,115750,104Y,,,,,0.151,BOTH,HIGH,LSGG
88648,Gaviota_VORTAC_US,GVO,Gaviota,VORTAC,113800,34.53129959106445,-120.09100341796875,2620,US,113800,085X,,,,16.001,13.335,LO,MEDIUM,KSBA
88654,Goodwood_VOR-DME_GB,GWC,Goodwood,VOR-DME,114750,50.85530090332031,-0.7566670179367065,113,GB,114750,094Y,,,,-3.807,-2.25,RNAV,HIGH,EGHR
88655,Gen_William_J_Fox_NDB_US,GWF,Gen William J Fox,NDB,282,34.73870086669922,-118.21700286865234,2347,US,,,,,,,13.154,LO,LOW,
88664,Gatwick_NDB_GB,GY,Gatwick,NDB,365,51.130699157714844,-0.3159559965133667,,GB,,,,,,,-2.177,TERMINAL,LOW,EGKK
88674,Gyor_VOR-DME_HU,GYR,Gyor,VOR-DME,115100,47.65909957885742,17.72439956665039,515,HU,115100,098X,47.659,17.7243,515,2.007,3.05,RNAV,HIGH,LHPR
